date,location,avg_price_per_sqft,demand_index,interest_rate
2022-11-23,London,683.26,0.81,2.16
2022-11-24,London,498.93,0.67,3.7
2022-11-25,New York,375.89,1.31,4.64
2022-11-26,Lagos,255.38,1.32,8.72
2022-11-27,Singapore,369.33,1.0,6.97
2022-11-28,London,765.94,0.91,3.59
2022-11-29,Lagos,473.89,0.89,3.93
2022-11-30,Singapore,556.58,1.17,9.08
2022-12-01,Sydney,833.75,1.04,7.12
2022-12-02,Toronto,333.05,0.61,6.61
2022-12-03,Sydney,829.88,1.17,1.87
2022-12-04,Toronto,202.01,1.13,1.23
2022-12-05,Berlin,771.47,1.5,5.42
2022-12-06,Lagos,878.35,1.33,7.17
2022-12-07,Dubai,59.55,0.76,4.04
2022-12-08,London,625.78,0.81,5.23
2022-12-09,Singapore,175.47,1.32,8.41
2022-12-10,Singapore,632.62,0.68,3.85
2022-12-11,Berlin,826.85,1.43,4.19
2022-12-12,Berlin,464.45,0.91,4.04
2022-12-13,London,782.89,1.12,3.29
2022-12-14,Singapore,800.24,0.53,3.41
2022-12-15,Singapore,956.08,1.36,3.55
2022-12-16,Singapore,945.35,1.09,2.48
2022-12-17,Dubai,475.47,0.94,9.96
2022-12-18,Lagos,868.85,0.95,2.79
2022-12-19,Lagos,866.85,0.79,4.48
2022-12-20,Toronto,411.27,1.12,6.68
2022-12-21,Lagos,94.69,0.78,7.05
2022-12-22,Sydney,774.29,1.34,6.97
2022-12-23,Dubai,266.09,1.28,4.66
2022-12-24,Berlin,78.88,0.87,1.28
2022-12-25,Berlin,908.34,0.9,3.44
2022-12-26,Toronto,752.96,1.24,9.5
2022-12-27,Singapore,619.0,1.44,9.04
2022-12-28,Lagos,809.92,0.89,2.61
2022-12-29,London,863.45,0.63,1.21
2022-12-30,Sydney,806.7,0.69,8.18
2022-12-31,Toronto,699.85,1.08,5.28
2023-01-01,Dubai,598.54,0.66,5.4
2023-01-02,New York,579.48,0.63,6.54
2023-01-03,Dubai,58.49,1.17,8.26
2023-01-04,New York,815.71,0.56,7.09
2023-01-05,Toronto,255.38,0.59,1.85
2023-01-06,Singapore,57.72,1.31,9.41
2023-01-07,Dubai,108.19,0.95,5.8
2023-01-08,London,157.43,0.57,5.1
2023-01-09,New York,309.68,1.13,5.81
2023-01-10,Sydney,329.78,1.21,1.01
2023-01-11,Lagos,563.11,1.32,8.84
2023-01-12,Berlin,365.87,0.73,2.3
2023-01-13,Sydney,793.14,1.42,8.17
2023-01-14,New York,831.74,0.76,5.81
2023-01-15,Toronto,378.07,1.48,9.85
2023-01-16,Sydney,617.66,0.57,7.93
2023-01-17,New York,203.53,0.75,2.54
2023-01-18,London,800.92,1.11,9.81
2023-01-19,Lagos,382.71,1.25,2.32
2023-01-20,New York,341.77,1.08,5.09
2023-01-21,London,671.71,0.87,3.95
2023-01-22,Toronto,133.93,0.9,6.51
2023-01-23,Dubai,64.42,0.6,5.46
2023-01-24,Dubai,469.54,0.91,6.18
2023-01-25,London,606.29,1.03,8.31
2023-01-26,Berlin,75.64,0.79,9.31
2023-01-27,Toronto,77.04,0.5,9.76
2023-01-28,Sydney,685.9,1.15,8.33
2023-01-29,Dubai,764.4,1.18,1.13
2023-01-30,London,133.47,0.92,9.42
2023-01-31,Dubai,764.64,1.33,4.8
2023-02-01,New York,274.49,1.12,4.54
2023-02-02,Toronto,889.97,1.36,2.77
2023-02-03,Dubai,624.78,1.12,7.66
2023-02-04,Dubai,364.91,0.97,7.96
2023-02-05,New York,760.55,0.54,4.84
2023-02-06,Toronto,170.03,1.29,7.13
2023-02-07,Lagos,628.16,1.17,1.49
2023-02-08,Lagos,198.58,0.65,9.21
2023-02-09,Dubai,389.91,1.04,4.28
2023-02-10,Singapore,482.54,0.9,6.94
2023-02-11,Berlin,988.66,0.58,2.47
2023-02-12,Lagos,524.02,1.15,8.31
2023-02-13,Lagos,510.08,0.6,6.57
2023-02-14,Toronto,660.67,1.13,6.38
2023-02-15,Lagos,856.84,0.95,5.61
2023-02-16,New York,356.83,1.15,4.49
2023-02-17,Toronto,136.21,1.42,4.14
2023-02-18,Berlin,288.07,0.88,4.52
2023-02-19,Lagos,300.08,0.58,7.82
2023-02-20,London,784.14,0.79,4.54
2023-02-21,Sydney,964.39,0.91,2.41
2023-02-22,Sydney,938.03,0.75,2.15
2023-02-23,Toronto,506.49,1.48,5.24
2023-02-24,Toronto,740.03,0.93,2.57
2023-02-25,Dubai,447.48,1.04,1.69
2023-02-26,Sydney,291.64,1.09,2.75
2023-02-27,New York,226.13,1.35,4.31
2023-02-28,London,293.41,0.56,5.31
2023-03-01,Sydney,550.16,0.66,1.64
2023-03-02,New York,149.18,1.41,1.65
2023-03-03,New York,896.28,1.34,1.82
2023-03-04,Sydney,57.47,0.8,8.16
2023-03-05,Berlin,175.13,1.05,8.01
2023-03-06,Sydney,72.85,0.7,8.99
2023-03-07,Toronto,714.18,1.37,8.91
2023-03-08,Singapore,840.09,1.17,7.54
2023-03-09,Lagos,458.77,1.36,1.69
2023-03-10,Singapore,92.66,0.91,8.64
2023-03-11,Singapore,246.59,1.18,5.98
2023-03-12,London,266.76,0.9,3.62
2023-03-13,New York,210.26,1.49,4.86
2023-03-14,Dubai,631.7,1.48,5.78
2023-03-15,Sydney,979.53,1.06,5.44
2023-03-16,Toronto,999.23,1.0,6.55
2023-03-17,Sydney,180.09,1.31,1.8
2023-03-18,Berlin,297.37,0.54,8.96
2023-03-19,New York,52.56,1.36,9.69
2023-03-20,Toronto,562.82,0.8,4.68
2023-03-21,New York,762.99,1.19,8.95
2023-03-22,New York,233.56,1.27,1.22
2023-03-23,New York,644.06,0.83,2.0
2023-03-24,Berlin,741.11,0.88,4.26
2023-03-25,Lagos,377.6,1.21,3.31
2023-03-26,New York,218.58,1.13,2.52
2023-03-27,Singapore,232.97,1.32,3.05
2023-03-28,Toronto,471.25,1.47,2.59
2023-03-29,Singapore,298.29,1.04,9.25
2023-03-30,Dubai,808.67,0.69,4.08
2023-03-31,Singapore,199.74,0.9,2.69
2023-04-01,New York,592.69,0.64,6.96
2023-04-02,Toronto,215.48,0.76,9.3
2023-04-03,New York,661.39,0.96,3.95
2023-04-04,New York,809.19,0.92,5.02
2023-04-05,Sydney,317.31,1.03,3.52
2023-04-06,London,982.25,0.53,3.24
2023-04-07,London,983.7,0.52,7.08
2023-04-08,Berlin,706.71,1.22,2.79
2023-04-09,Sydney,709.02,1.42,8.84
2023-04-10,Lagos,470.27,1.36,8.97
2023-04-11,Sydney,521.66,1.38,5.6
2023-04-12,Sydney,121.79,0.73,3.06
2023-04-13,Berlin,390.46,0.93,8.08
2023-04-14,London,576.17,1.47,3.62
2023-04-15,Singapore,671.54,0.5,5.3
2023-04-16,New York,835.99,0.83,1.3
2023-04-17,Lagos,802.06,1.06,3.71
2023-04-18,New York,403.43,0.94,6.96
2023-04-19,Singapore,299.54,1.21,2.19
2023-04-20,Sydney,556.09,0.51,3.98
2023-04-21,Lagos,99.5,0.52,4.37
2023-04-22,London,458.6,1.39,6.06
2023-04-23,London,725.72,1.22,7.3
2023-04-24,Lagos,959.0,0.56,9.41
2023-04-25,Singapore,436.17,1.48,8.0
2023-04-26,London,798.51,1.04,7.13
2023-04-27,London,859.9,1.29,6.01
2023-04-28,Lagos,530.57,1.2,5.18
2023-04-29,London,584.69,1.03,5.82
2023-04-30,New York,994.69,0.96,7.72
2023-05-01,Lagos,374.51,0.97,4.13
2023-05-02,Sydney,988.65,1.08,9.16
2023-05-03,London,172.69,0.86,1.47
2023-05-04,Sydney,143.08,0.9,3.29
2023-05-05,Toronto,342.38,1.38,1.62
2023-05-06,London,259.93,0.74,7.01
2023-05-07,Sydney,434.87,1.0,7.29
2023-05-08,Toronto,273.85,1.16,4.49
2023-05-09,Lagos,947.66,0.56,2.01
2023-05-10,New York,497.52,0.55,8.75
2023-05-11,Lagos,858.01,1.44,7.44
2023-05-12,Berlin,625.03,1.19,5.06
2023-05-13,Lagos,717.1,0.59,1.57
2023-05-14,Singapore,606.74,1.2,9.19
2023-05-15,Singapore,63.27,1.03,1.82
2023-05-16,New York,319.27,1.44,4.43
2023-05-17,Dubai,644.27,1.29,2.81
2023-05-18,New York,603.3,0.76,8.82
2023-05-19,London,135.85,1.42,9.63
2023-05-20,Berlin,353.63,1.16,1.95
2023-05-21,Singapore,87.86,0.52,5.5
2023-05-22,Toronto,405.28,1.14,6.7
2023-05-23,Lagos,422.64,0.76,2.64
2023-05-24,Toronto,493.97,0.75,1.4
2023-05-25,Sydney,389.02,1.13,4.39
2023-05-26,Dubai,154.55,0.89,2.54
2023-05-27,Singapore,155.29,1.31,4.97
2023-05-28,Berlin,161.37,1.21,7.44
2023-05-29,New York,590.39,1.09,5.98
2023-05-30,Berlin,836.86,1.22,6.25
2023-05-31,New York,326.93,1.21,4.98
2023-06-01,Sydney,200.06,0.81,1.26
2023-06-02,Berlin,800.88,1.28,4.9
2023-06-03,New York,621.49,1.24,7.12
2023-06-04,Berlin,85.31,0.83,7.34
2023-06-05,London,751.17,1.15,6.99
2023-06-06,Lagos,975.07,1.12,7.49
2023-06-07,Singapore,679.76,1.25,7.9
2023-06-08,Toronto,68.09,0.82,5.86
2023-06-09,Lagos,77.35,1.38,7.96
2023-06-10,Singapore,974.56,0.52,6.44
2023-06-11,Singapore,225.01,0.79,4.76
2023-06-12,Lagos,760.71,0.77,2.42
2023-06-13,Sydney,791.92,1.48,5.01
2023-06-14,Dubai,180.5,0.61,7.44
2023-06-15,New York,276.15,1.05,8.07
2023-06-16,New York,440.86,1.08,5.9
2023-06-17,Dubai,615.71,0.84,7.37
2023-06-18,Toronto,281.68,0.53,8.22
2023-06-19,Toronto,608.83,0.8,1.15
2023-06-20,London,730.36,0.83,2.17
2023-06-21,Lagos,241.97,0.66,9.58
2023-06-22,Singapore,703.14,1.17,5.75
2023-06-23,Singapore,375.49,1.35,6.51
2023-06-24,New York,424.18,0.98,8.64
2023-06-25,Berlin,990.59,0.88,2.58
2023-06-26,Dubai,771.99,0.92,9.24
2023-06-27,London,751.82,0.58,7.66
2023-06-28,Dubai,456.66,0.64,2.65
2023-06-29,Lagos,763.84,1.32,8.86
2023-06-30,Berlin,511.69,1.49,9.5
2023-07-01,Dubai,136.69,0.55,8.01
2023-07-02,New York,212.87,1.21,4.53
2023-07-03,Dubai,128.16,1.13,3.09
2023-07-04,Singapore,409.54,0.71,8.81
2023-07-05,Dubai,379.15,0.55,1.9
2023-07-06,Lagos,895.14,1.28,5.88
2023-07-07,Dubai,324.23,1.26,5.27
2023-07-08,New York,643.9,0.5,8.25
2023-07-09,New York,992.5,0.73,4.32
2023-07-10,London,531.68,1.27,6.98
2023-07-11,Berlin,492.04,0.83,2.12
2023-07-12,Toronto,728.81,0.92,6.61
2023-07-13,Dubai,152.55,1.37,8.28
2023-07-14,Toronto,469.24,0.95,1.6
2023-07-15,London,637.54,0.58,8.58
2023-07-16,Toronto,211.64,0.62,1.23
2023-07-17,Lagos,757.65,1.45,4.16
2023-07-18,London,795.45,1.46,5.11
2023-07-19,New York,354.55,1.09,7.7
2023-07-20,Lagos,796.65,0.98,2.88
2023-07-21,Toronto,642.31,0.75,2.39
2023-07-22,London,704.28,1.07,3.07
2023-07-23,Sydney,529.42,0.87,8.81
2023-07-24,Dubai,905.28,1.46,1.27
2023-07-25,Berlin,893.19,1.18,7.79
2023-07-26,New York,809.09,0.8,4.53
2023-07-27,Dubai,780.34,1.16,9.8
2023-07-28,Lagos,462.52,1.37,3.51
2023-07-29,Singapore,951.17,0.83,7.82
2023-07-30,London,982.24,0.63,5.23
2023-07-31,Lagos,572.64,1.05,5.1
2023-08-01,Berlin,170.08,1.29,7.24
2023-08-02,Toronto,990.82,1.04,5.65
2023-08-03,London,140.87,1.09,4.77
2023-08-04,New York,688.57,0.73,6.49
2023-08-05,Lagos,769.98,1.11,2.87
2023-08-06,Singapore,240.77,0.68,7.32
2023-08-07,Sydney,510.2,0.88,3.53
2023-08-08,Berlin,163.63,1.33,3.57
2023-08-09,London,283.23,0.67,5.58
2023-08-10,Sydney,414.31,0.54,8.37
2023-08-11,Singapore,226.44,0.9,8.44
2023-08-12,Berlin,294.01,0.84,7.88
2023-08-13,Singapore,712.95,0.66,2.22
2023-08-14,Toronto,52.0,0.55,2.12
2023-08-15,Lagos,506.69,0.54,4.06
2023-08-16,Berlin,147.86,1.11,2.9
2023-08-17,Dubai,832.2,0.65,8.5
2023-08-18,Singapore,908.49,1.38,9.72
2023-08-19,Sydney,392.37,1.09,8.49
2023-08-20,Sydney,527.12,1.39,1.52
2023-08-21,Berlin,244.02,1.25,5.12
2023-08-22,Toronto,922.7,1.26,3.66
2023-08-23,Toronto,435.04,1.22,6.01
2023-08-24,Lagos,790.35,1.16,1.8
2023-08-25,Singapore,245.04,1.45,1.62
2023-08-26,Sydney,639.69,1.28,7.33
2023-08-27,Toronto,68.66,1.49,6.23
2023-08-28,New York,787.12,1.06,2.43
2023-08-29,London,639.21,1.32,9.51
2023-08-30,Dubai,595.67,0.71,7.47
2023-08-31,Berlin,801.4,0.66,4.47
2023-09-01,Toronto,732.17,0.95,9.65
2023-09-02,Toronto,150.27,1.13,8.73
2023-09-03,Singapore,609.43,0.96,7.18
2023-09-04,Sydney,730.06,1.38,4.61
2023-09-05,Sydney,263.91,1.32,5.01
2023-09-06,London,483.23,0.7,9.23
2023-09-07,Berlin,252.64,1.38,9.57
2023-09-08,Dubai,288.96,0.95,4.59
2023-09-09,Dubai,936.28,0.59,2.24
2023-09-10,Dubai,279.0,0.57,2.21
2023-09-11,Singapore,69.86,1.24,1.0
2023-09-12,Singapore,849.32,1.17,1.79
2023-09-13,New York,401.49,0.87,4.72
2023-09-14,Singapore,87.38,0.75,4.48
2023-09-15,Singapore,986.39,1.07,8.33
2023-09-16,London,727.6,0.64,7.96
2023-09-17,Sydney,141.65,1.43,4.54
2023-09-18,London,215.95,0.66,5.17
2023-09-19,Toronto,968.49,0.52,4.46
2023-09-20,London,130.06,0.78,5.23
2023-09-21,Berlin,617.22,1.06,1.11
2023-09-22,Dubai,894.71,1.45,7.4
2023-09-23,Singapore,254.83,1.24,7.76
2023-09-24,Lagos,826.58,0.57,6.17
2023-09-25,Toronto,635.94,0.5,9.44
2023-09-26,Berlin,83.95,0.69,7.7
2023-09-27,Singapore,843.38,0.9,9.32
2023-09-28,Lagos,667.26,1.43,7.87
2023-09-29,Sydney,105.4,1.23,2.16
2023-09-30,Sydney,845.03,0.64,1.55
2023-10-01,Singapore,476.03,1.41,3.12
2023-10-02,Lagos,429.99,1.38,4.15
2023-10-03,New York,442.49,1.44,1.39
2023-10-04,Dubai,570.46,1.06,9.07
2023-10-05,London,819.06,0.52,9.4
2023-10-06,Lagos,148.31,0.55,2.27
2023-10-07,Singapore,630.39,1.18,4.56
2023-10-08,Dubai,482.0,0.65,2.99
2023-10-09,Singapore,978.29,0.97,6.44
2023-10-10,Lagos,228.72,1.4,6.37
2023-10-11,Lagos,770.13,0.68,8.35
2023-10-12,Toronto,244.54,0.8,6.67
2023-10-13,Dubai,683.38,1.34,2.19
2023-10-14,Singapore,364.64,1.14,6.93
2023-10-15,Sydney,461.03,0.72,9.42
2023-10-16,Dubai,121.78,0.52,8.07
2023-10-17,Singapore,616.54,1.22,3.86
2023-10-18,Berlin,298.01,1.31,9.38
2023-10-19,Singapore,300.28,0.82,6.21
2023-10-20,New York,299.64,1.43,6.7
2023-10-21,Toronto,388.39,0.59,4.95
2023-10-22,Dubai,421.19,0.94,8.89
2023-10-23,Lagos,990.64,0.63,3.71
2023-10-24,London,345.17,1.15,3.49
2023-10-25,Dubai,348.48,0.93,8.32
2023-10-26,New York,650.0,1.37,7.53
2023-10-27,Berlin,766.57,0.7,9.02
2023-10-28,Dubai,746.73,1.17,1.56
2023-10-29,Toronto,812.81,0.92,8.07
2023-10-30,New York,945.35,0.95,1.06
2023-10-31,Berlin,564.35,0.59,3.76
2023-11-01,Sydney,568.9,0.54,1.65
2023-11-02,Sydney,465.66,1.36,7.09
2023-11-03,Berlin,92.45,0.56,1.63
2023-11-04,Berlin,904.89,0.81,7.81
2023-11-05,Berlin,574.1,1.16,7.57
2023-11-06,New York,831.81,1.5,9.03
2023-11-07,Sydney,600.51,0.72,3.89
2023-11-08,New York,236.67,0.83,2.75
2023-11-09,Dubai,416.05,1.42,1.11
2023-11-10,Dubai,100.94,0.59,1.34
2023-11-11,New York,871.96,1.37,5.8
2023-11-12,London,217.52,0.51,4.71
2023-11-13,Toronto,95.5,1.1,3.3
2023-11-14,Dubai,722.08,0.74,4.02
2023-11-15,Berlin,218.51,0.52,2.6
2023-11-16,London,429.11,1.22,1.9
2023-11-17,Toronto,940.25,1.34,3.69
2023-11-18,Singapore,328.45,0.85,4.18
2023-11-19,London,892.95,0.9,2.44
2023-11-20,Berlin,943.68,1.24,1.48
2023-11-21,Berlin,142.42,1.33,7.4
2023-11-22,Sydney,664.78,0.92,2.1
2023-11-23,London,582.45,1.45,5.3
2023-11-24,Toronto,303.63,1.11,7.18
2023-11-25,Sydney,820.15,0.61,7.47
2023-11-26,New York,563.31,0.7,1.0
2023-11-27,Dubai,973.03,0.84,7.02
2023-11-28,Singapore,932.21,0.84,4.77
2023-11-29,Berlin,265.49,1.19,6.62
2023-11-30,Berlin,326.61,0.81,1.81
2023-12-01,London,69.45,1.33,2.95
2023-12-02,New York,71.58,1.19,4.62
2023-12-03,Sydney,647.89,1.36,2.46
2023-12-04,Dubai,731.91,1.27,9.27
2023-12-05,London,406.05,1.4,2.13
2023-12-06,Dubai,427.24,1.4,3.82
2023-12-07,New York,447.0,0.99,2.94
2023-12-08,Toronto,67.53,1.32,9.3
2023-12-09,Toronto,692.78,1.03,3.53
2023-12-10,Lagos,668.42,0.6,6.17
2023-12-11,London,164.01,1.25,3.2
2023-12-12,Toronto,427.81,1.19,6.84
2023-12-13,Sydney,909.46,1.07,6.67
2023-12-14,London,820.57,1.17,6.65
2023-12-15,Berlin,318.9,1.23,5.07
2023-12-16,Sydney,672.72,1.35,3.74
2023-12-17,Sydney,575.81,0.54,1.47
2023-12-18,Sydney,743.58,0.76,9.42
2023-12-19,Dubai,335.5,0.69,9.99
2023-12-20,Lagos,415.33,1.43,4.62
2023-12-21,Berlin,547.65,1.17,6.69
2023-12-22,Berlin,78.02,1.3,6.45
2023-12-23,Sydney,435.34,1.0,3.85
2023-12-24,Sydney,487.45,0.83,7.92
2023-12-25,Berlin,806.96,0.68,1.9
2023-12-26,Lagos,288.06,1.42,1.56
2023-12-27,Dubai,855.67,1.26,2.06
2023-12-28,London,79.31,0.56,3.89
2023-12-29,Sydney,665.87,1.02,4.9
2023-12-30,Dubai,379.74,0.78,9.16
2023-12-31,Toronto,65.02,0.68,5.91
2024-01-01,New York,154.97,1.2,8.81
2024-01-02,New York,884.06,1.03,7.53
2024-01-03,Berlin,112.35,1.39,2.39
2024-01-04,Toronto,548.52,0.55,5.61
2024-01-05,Berlin,478.62,0.71,5.62
2024-01-06,Lagos,749.84,0.92,1.45
2024-01-07,Singapore,101.62,0.55,1.23
2024-01-08,London,656.13,1.09,7.74
2024-01-09,Berlin,501.1,0.53,8.48
2024-01-10,Singapore,492.56,1.03,8.45
2024-01-11,Toronto,931.16,1.38,6.07
2024-01-12,Lagos,130.2,0.76,4.01
2024-01-13,London,904.97,1.29,8.89
2024-01-14,Lagos,365.34,1.08,3.98
2024-01-15,Singapore,736.69,0.8,7.2
2024-01-16,Singapore,690.5,0.9,7.18
2024-01-17,Berlin,529.95,1.36,4.51
2024-01-18,Sydney,813.86,1.2,3.04
2024-01-19,Berlin,914.11,0.61,3.89
2024-01-20,Sydney,154.12,0.75,6.2
2024-01-21,Toronto,778.61,0.83,8.15
2024-01-22,Berlin,499.94,0.55,1.04
2024-01-23,Dubai,673.7,0.92,8.44
2024-01-24,Sydney,620.31,1.1,4.57
2024-01-25,New York,340.13,0.6,6.97
2024-01-26,New York,831.77,0.99,6.02
2024-01-27,Singapore,551.41,0.7,4.84
2024-01-28,London,369.39,0.74,8.03
2024-01-29,New York,504.39,1.08,7.81
2024-01-30,Sydney,485.79,1.31,8.27
2024-01-31,London,213.73,1.12,6.3
2024-02-01,Berlin,356.6,1.15,6.66
2024-02-02,Dubai,464.6,1.33,10.0
2024-02-03,Toronto,627.76,1.45,7.4
2024-02-04,London,174.68,0.72,2.5
2024-02-05,Dubai,645.53,1.03,5.94
2024-02-06,Singapore,885.89,1.49,3.7
2024-02-07,Sydney,349.66,1.12,4.31
2024-02-08,Berlin,556.76,0.64,6.57
2024-02-09,Toronto,67.17,1.04,2.26
2024-02-10,Toronto,202.77,0.75,3.4
2024-02-11,Lagos,636.37,1.19,2.38
2024-02-12,Lagos,208.51,0.62,5.61
2024-02-13,London,110.86,1.25,4.41
2024-02-14,Singapore,737.07,1.48,8.08
2024-02-15,Toronto,289.76,1.01,3.61
2024-02-16,Singapore,243.32,1.07,3.41
2024-02-17,Singapore,264.24,0.99,7.36
2024-02-18,London,585.76,0.83,6.09
2024-02-19,Toronto,747.89,1.37,2.99
2024-02-20,Singapore,798.56,0.57,4.37
2024-02-21,Dubai,266.42,1.33,3.27
2024-02-22,Singapore,516.07,1.33,7.95
2024-02-23,Berlin,70.79,0.85,5.43
2024-02-24,Sydney,250.93,1.3,8.17
2024-02-25,New York,103.49,1.07,4.74
2024-02-26,Toronto,634.69,0.73,2.67
2024-02-27,Berlin,182.38,0.98,5.25
2024-02-28,Toronto,906.75,1.22,9.2
2024-02-29,Dubai,611.41,1.15,9.45
2024-03-01,Lagos,604.92,0.62,4.94
2024-03-02,London,574.24,1.44,9.96
2024-03-03,London,467.31,1.24,5.36
2024-03-04,New York,482.0,1.36,1.83
2024-03-05,New York,153.82,1.1,3.94
2024-03-06,Lagos,728.95,0.56,7.34
2024-03-07,Singapore,280.9,0.54,7.8
2024-03-08,Lagos,537.63,1.29,9.14
2024-03-09,Singapore,846.32,0.81,6.0
2024-03-10,Lagos,937.7,0.51,4.68
2024-03-11,New York,73.16,0.88,6.49
2024-03-12,New York,370.77,1.1,7.35
2024-03-13,London,663.78,1.1,9.54
2024-03-14,Toronto,295.59,1.34,3.56
2024-03-15,Dubai,806.49,1.19,6.59
2024-03-16,Singapore,691.02,1.05,3.5
2024-03-17,Singapore,733.35,0.6,8.42
2024-03-18,Sydney,764.5,0.99,7.18
2024-03-19,Dubai,851.1,1.17,5.29
2024-03-20,New York,795.04,0.92,4.74
2024-03-21,Dubai,550.0,1.49,1.3
2024-03-22,Berlin,705.0,0.91,8.62
2024-03-23,Toronto,322.25,1.18,1.63
2024-03-24,Dubai,310.08,1.32,3.46
2024-03-25,Lagos,610.34,1.18,9.51
2024-03-26,Dubai,781.96,1.14,4.82
2024-03-27,Berlin,725.29,0.74,4.13
2024-03-28,Sydney,363.6,0.74,6.52
2024-03-29,Toronto,170.29,1.35,8.71
2024-03-30,London,174.39,1.24,5.05
2024-03-31,Dubai,813.14,0.88,3.04
2024-04-01,Dubai,916.32,1.0,6.33
2024-04-02,New York,498.13,1.36,8.13
2024-04-03,Dubai,499.53,0.71,4.0
2024-04-04,Singapore,658.15,0.73,2.15
2024-04-05,Dubai,243.87,1.01,6.24
2024-04-06,London,464.23,1.05,6.63
2024-04-07,Lagos,522.27,1.19,6.87
2024-04-08,Berlin,405.91,0.58,5.33
2024-04-09,London,781.39,1.1,3.33
2024-04-10,New York,622.81,0.61,5.83
2024-04-11,Sydney,760.58,0.82,9.38
2024-04-12,Sydney,845.66,1.21,7.73
2024-04-13,Sydney,792.04,0.51,7.0
2024-04-14,Singapore,704.67,0.63,3.27
2024-04-15,Dubai,607.59,0.78,7.29
2024-04-16,Sydney,727.17,0.54,8.11
2024-04-17,Lagos,512.9,1.17,8.64
2024-04-18,Toronto,678.93,0.51,1.3
2024-04-19,Lagos,810.61,1.13,3.69
2024-04-20,Sydney,814.03,0.79,3.85
2024-04-21,Singapore,446.31,0.93,3.78
2024-04-22,Toronto,468.79,0.84,7.84
2024-04-23,Sydney,908.35,0.54,8.57
2024-04-24,Dubai,545.19,0.64,8.03
2024-04-25,Sydney,687.57,1.33,1.62
2024-04-26,Toronto,963.11,0.94,5.01
2024-04-27,Toronto,760.51,0.56,4.0
2024-04-28,New York,74.34,0.54,8.19
2024-04-29,Singapore,717.95,0.89,2.15
2024-04-30,New York,443.54,1.43,7.93
2024-05-01,Dubai,462.69,1.24,9.04
2024-05-02,Toronto,372.25,1.27,4.42
2024-05-03,London,101.66,0.83,2.81
2024-05-04,Berlin,748.26,0.54,7.77
2024-05-05,Toronto,365.07,0.89,9.14
2024-05-06,Singapore,890.49,0.93,3.93
2024-05-07,London,833.48,0.77,8.61
2024-05-08,Berlin,653.9,0.58,8.21
2024-05-09,Lagos,641.74,1.36,1.55
2024-05-10,Lagos,293.69,1.25,7.86
2024-05-11,Singapore,959.17,1.38,4.93
2024-05-12,Singapore,118.12,0.65,1.72
2024-05-13,Singapore,802.35,1.22,1.06
2024-05-14,Berlin,375.28,1.2,5.08
2024-05-15,Berlin,395.74,0.84,6.09
2024-05-16,New York,806.26,1.1,9.23
2024-05-17,London,988.35,1.31,5.22
2024-05-18,New York,207.81,0.65,2.86
2024-05-19,New York,622.56,0.89,9.79
2024-05-20,Lagos,309.06,0.74,8.03
2024-05-21,Singapore,539.91,1.14,1.78
2024-05-22,Berlin,253.2,0.78,5.39
2024-05-23,Sydney,319.73,0.89,2.04
2024-05-24,London,304.91,0.92,2.78
2024-05-25,Sydney,952.99,0.95,5.35
2024-05-26,Dubai,217.23,1.14,1.38
2024-05-27,Toronto,202.7,1.33,7.79
2024-05-28,Lagos,784.81,1.29,9.44
2024-05-29,Berlin,177.87,0.72,2.02
2024-05-30,New York,438.78,1.36,6.52
2024-05-31,Singapore,527.27,1.4,1.08
2024-06-01,Lagos,510.9,1.26,7.77
2024-06-02,Toronto,527.32,1.45,3.67
2024-06-03,Berlin,770.28,0.89,4.71
2024-06-04,Toronto,960.54,1.38,1.52
2024-06-05,Dubai,85.14,1.16,8.58
2024-06-06,Berlin,956.91,1.15,5.13
2024-06-07,London,319.16,0.68,6.12
2024-06-08,Lagos,784.21,1.04,5.87
2024-06-09,Berlin,800.32,1.03,2.99
2024-06-10,Toronto,161.68,1.31,6.82
2024-06-11,Singapore,222.16,1.15,2.98
2024-06-12,London,398.04,1.45,9.6
2024-06-13,Dubai,378.8,1.47,9.56
2024-06-14,London,743.07,1.48,9.85
2024-06-15,London,368.96,0.79,1.47
2024-06-16,Lagos,439.0,1.2,6.62
2024-06-17,Sydney,163.19,0.93,5.31
2024-06-18,Dubai,149.32,1.43,8.95
2024-06-19,Singapore,939.94,1.06,9.71
2024-06-20,New York,468.45,1.5,4.25
2024-06-21,Berlin,658.96,0.97,4.96
2024-06-22,London,641.96,0.51,2.51
2024-06-23,Toronto,984.31,1.42,4.16
2024-06-24,Lagos,908.08,0.68,3.32
2024-06-25,Toronto,606.86,0.85,9.81
2024-06-26,Lagos,100.6,0.57,8.07
2024-06-27,Berlin,890.6,1.45,9.02
2024-06-28,London,623.98,1.09,3.07
2024-06-29,Dubai,499.4,0.53,6.0
2024-06-30,Berlin,665.77,0.65,7.5
2024-07-01,Toronto,876.69,0.75,9.56
2024-07-02,Toronto,394.96,1.15,3.57
2024-07-03,Berlin,945.27,1.25,3.27
2024-07-04,Toronto,723.04,0.8,7.71
2024-07-05,Toronto,806.26,0.93,2.3
2024-07-06,Singapore,421.28,1.2,1.32
2024-07-07,Dubai,825.12,0.87,5.08
2024-07-08,Singapore,894.57,1.43,8.31
2024-07-09,Singapore,777.51,1.06,6.12
2024-07-10,Toronto,177.45,0.51,8.38
2024-07-11,Dubai,183.29,1.29,2.72
